"nba_year","nba_draft_Rk","nba_draft_Player","nba_draft_Pk","nba_draft_Tm","nba_draft_College","nba_draft_Yrs","nba_draft_ttl_G","nba_draft_ttl_MP","nba_draft_ttl_PTS","nba_draft_ttl_TRB","nba_draft_ttl_AST","nba_draft_FG","nba_draft__3P","nba_draft_FT","nba_draft_per_MP","nba_draft_per_PTS","nba_draft_per_TRB","nba_draft_per_AST","nba_draft_WS","nba_draft_WS48","nba_draft_BPM","nba_draft_VORP"
"1977","139","Bruce Jenner","139","KCK","Graceland University","","","","","","","","","","","","","","","","",""
"1977","140","Tom Weadock","140","NYK","St. John's","","","","","","","","","","","","","","","","",""
"1977","141","Bob Riddle","141","CLE","Eastern Michigan","","","","","","","","","","","","","","","","",""
"1977","142","Dave Kyle","142","BOS","Cleveland State University","","","","","","","","","","","","","","","","",""
"1977","143","Mike Smith","143","CHI","University of Evansville","","","","","","","","","","","","","","","","",""
"1977","144","Robert Lewis","144","DET","Johnson C. Smith University","","","","","","","","","","","","","","","","",""
"1977","145","Richard Robinson","145","SAS","New Mexico","","","","","","","","","","","","","","","","",""
"1977","146","Jerry Thurston","146","GSW","Mercer University","","","","","","","","","","","","","","","","",""
"1977","147","Calvin Brown","147","WSB","American University","","","","","","","","","","","","","","","","",""
"1977","148","Don Smith","148","POR","Oregon State","","","","","","","","","","","","","","","","",""
"1977","149","Dennin Forest","149","PHI","Nebraska-Omaha","","","","","","","","","","","","","","","","",""
"1977","150","Willie High","150","DEN","Alabama State University","","","","","","","","","","","","","","","","",""
"1977","151","Lars Hansen","151","LAL","Washington","1","15","205","76","59","14",".509","",".581","13.7","5.1","3.9","0.9","0.6",".149","-1.3","0.1"
"1977","152","Ralph Drollinger","152","NJN","UCLA","1","6","67","15","19","14",".500","",".250","11.2","2.5","3.2","2.3","-0.2","-.117","-4.1","-0.1"
"1977","153","Emery Sammons","153","BUF","Philadelphia University","","","","","","","","","","","","","","","","",""
"1977","154","Larry Pikes","154","MIL","UW-Milwaukee","","","","","","","","","","","","","","","","",""
"1977","155","Vern Thompson","155","ATL","BYU","","","","","","","","","","","","","","","","",""
"1977","156","Alvin Joseph","156","PHO","University of California, Riverside","","","","","","","","","","","","","","","","",""
"1977","157","Dave Speicher","157","NOJ","Toledo","","","","","","","","","","","","","","","","",""
"1977","158","Jeff Frey","158","SEA","University of Evansville","","","","","","","","","","","","","","","","",""
"1977","159","Ken Slappy","159","NYK","Saint Peter's College","","","","","","","","","","","","","","","","",""
"1977","160","Tom Cutter","160","CLE","Western Michigan","","","","","","","","","","","","","","","","",""
"1977","161","Tom Harris","161","BOS","Bowling Green","","","","","","","","","","","","","","","","",""
"1977","162","Rich Rhodes","162","CHI","Eastern Illinois University","","","","","","","","","","","","","","","","",""
"1977","163","Tim Appleton","163","DET","Kenyon College","","","","","","","","","","","","","","","","",""
"1977","164","Jerome Gladney","164","SAS","Arizona","","","","","","","","","","","","","","","","",""
"1977","165","Ricky Marsh","165","GSW","Manhattan College","1","60","851","269","75","90",".426","",".697","14.2","4.5","1.3","1.5","0.5",".028","-3.1","-0.2"
"1977","166","Pat McKinley","166","WSB","Towson University","","","","","","","","","","","","","","","","",""
"1977","167","Harold Rhodes","167","POR","Washington","","","","","","","","","","","","","","","","",""
"1977","168","John Olive","168","PHI","Villanova","2","35","204","44","20","3",".310","",".783","5.8","1.3","0.6","0.1","-0.2","-.058","-6.4","-0.3"
"1977","169","Len Saunders","169","DEN","Florida","","","","","","","","","","","","","","","","",""
"1977","170","Art Allen","170","LAL","Pepperdine","","","","","","","","","","","","","","","","",""
"1978","1","Mychal Thompson","1","POR","Minnesota","12","935","27764","12810","6951","2141",".504",".083",".655","29.7","13.7","7.4","2.3","59.1",".102","0.1","14.5"
"1978","2","Phil Ford","2","KCK","UNC","7","482","13503","5594","854","3083",".467",".210",".820","28.0","11.6","1.8","6.4","23.3",".083","-0.8","4.1"
"1978","3","Rick Robey","3","IND","Kentucky","8","493","8824","3723","2301","611",".501",".125",".650","17.9","7.6","4.7","1.2","15.8",".086","-1.9","0.1"
"1978","4","Micheal Ray Richardson","4","NYK","Montana","8","556","18589","8253","3056","3899",".457",".220",".690","33.4","14.8","5.5","7.0","35.2",".091","2.5","21.2"
"1978","5","Purvis Short","5","GSW","Jackson State University","12","842","24549","14607","3625","2123",".474",".282",".824","29.2","17.3","4.3","2.5","51.1",".100","0.0","12.1"
"1978","6","Larry Bird","6","BOS","Indiana State University","13","897","34443","21791","8974","5695",".496",".376",".886","38.4","24.3","10.0","6.3","145.8",".203","6.9","77.2"
"1978","7","Ron Brewer","7","POR","Arkansas","8","501","12892","5971","971","920",".459",".248",".824","25.7","11.9","1.9","1.8","17.3",".065","-1.3","2.4"
"1978","8","Freeman Williams","8","BOS","Portland State","6","323","6606","4738","510","516",".467",".331",".824","20.5","14.7","1.6","1.6","10.0",".072","-0.5","2.4"
"1978","9","Reggie Theus","9","CHI","UNLV","13","1026","34603","19015","3349","6453",".471",".252",".826","33.7","18.5","3.3","6.3","66.9",".093","0.1","18.5"
"1978","10","Butch Lee","10","ATL","Marquette","2","96","1834","773","137","307",".450","",".761","19.1","8.1","1.4","3.2","2.4",".062","-1.2","0.3"
"1978","11","James Hardy","11","NOJ","San Francisco","4","249","5379","1410","1312","315",".481",".333",".700","21.6","5.7","5.3","1.3","6.3",".056","-1.2","1.0"
"1978","12","George Johnson","12","MIL","St. John's","8","464","9878","4214","2610","817",".463",".189",".779","21.3","9.1","5.6","1.8","14.1",".068","-1.4","1.4"
"1978","13","Winford Boynes","13","NJN","San Francisco","3","177","3035","1478","363","207",".435",".000",".783","17.1","8.4","2.1","1.2","0.9",".014","-3.7","-1.3"
"1978","14","Roger Phegley","14","WSB","Bradley","6","345","5803","3011","702","486",".470",".253",".834","16.8","8.7","2.0","1.4","8.5",".071","-2.0","0.0"
"1978","15","Mike Mitchell","15","CLE","Auburn","10","759","24537","15016","4246","1010",".493",".216",".779","32.3","19.8","5.6","1.3","50.2",".098","-1.2","5.2"
"1978","16","Jack Givens","16","ATL","Kentucky","2","156","2601","1040","456","142",".401",".000",".791","16.7","6.7","2.9","0.9","4.3",".079","-1.1","0.6"
"1978","17","Rod Griffin","17","DEN","Wake Forest","","","","","","","","","","","","","","","","",""
"1978","18","Dave Corzine","18","WSB","DePaul","13","891","20772","7615","5262","1477",".484",".189",".747","23.3","8.5","5.9","1.7","37.3",".086","-0.7","7.0"
"1978","19","Marty Byrnes","19","PHO","Syracuse","4","263","4254","1495","586","409",".463",".326",".736","16.2","5.7","2.2","1.6","4.2",".048","-2.4","-0.5"
"1978","20","Frankie Sanders","20","SAS","Southern University and A&M College","2","69","665","352","131","69",".430","",".822","9.6","5.1","1.9","1.0","0.5",".038","-2.8","-0.1"
"1978","21","Mike Evans","21","DEN","Kansas State","9","591","9858","4531","808","1514",".452",".307",".807","16.7","7.7","1.4","2.6","9.3",".045","-2.4","-1.1"
"1978","22","Raymond Townsend","22","GSW","UCLA","3","154","2025","745","157","217",".411",".171",".703","13.1","4.8","1.0","1.4","1.0",".023","-3.1","-0.6"
"1978","23","Terry Tyler","23","DET","Detroit Mercy","11","871","21740","8868","4675","1039",".484",".122",".703","25.0","10.2","5.4","1.2","40.8",".090","0.4","13.2"
"1978","24","Keith Herron","24","POR","Villanova","3","124","2620","1219","242","174",".438",".167",".858","21.1","9.8","2.0","1.4","3.2",".058","-1.8","0.1"
"1978","25","Rick Wilson","25","ATL","Louisville","2","66","648","194","79","83",".393","",".560","9.8","2.9","1.2","1.3","0.2",".013","-1.9","0.0"
"1978","26","Ron Carter","26","LAL","Virginia Military Institute","2","59","449","176","64","34",".429","",".623","7.6","3.0","1.1","0.6","-0.2","-.017","-5.1","-0.4"
"1978","27","Wayne Radford","27","IND","Indiana","1","52","649","202","68","57",".474","",".800","12.5","3.9","1.3","1.1","0.7",".049","-2.2","0.0"
"1978","28","Buster Matheney","28","HOU","Utah","","","","","","","","","","","","","","","","",""
"1978","29","John Long","29","DET","Detroit Mercy","14","893","22680","12131","2492","1738",".467",".322",".862","25.4","13.6","2.8","1.9","32.0",".068","-1.3","3.7"
"1978","30","Jeff Judkins","30","BOS","Utah","5","272","3421","1482","427","282",".478",".315",".812","12.6","5.4","1.6","1.0","6.3",".088","-1.1","0.8"
"1978","31","Marvin Johnson","31","CHI","New Mexico","","","","","","","","","","","","","","","","",""
"1978","32","John Rudd","32","NYK","McNeese State University","1","58","723","184","167","35",".444","",".710","12.5","3.2","2.9","0.6","0.6",".040","-3.8","-0.3"
"1978","33","Harry Davis","33","CLE","Florida State","2","44","424","175","72","16",".436","",".689","9.6","4.0","1.6","0.4","0.3",".033","-4.0","-0.3"
"1978","34","Greg Bunch","34","NYK","Cal State Fullerton","1","12","97","28","17","4",".346","",".833","8.1","2.3","1.4","0.3","0.1",".046","-3.3","0.0"
"1978","35","Tommie Green","35","NOJ","Southern University and A&M College","1","59","809","232","68","140",".388","",".762","13.7","3.9","1.2","2.4","-0.3","-.017","-4.2","-0.5"
"1978","36","Maurice Cheeks","36","PHI","West Texas A&M University","15","1101","34845","12195","3088","7392",".523",".255",".793","31.6","11.1","2.8","6.7","103.5",".143","2.8","42.1"
"1978","37","Terry Sykes","37","WSB","Grambling State University","","","","","","","","","","","","","","","","",""
"1978","38","Lew Massey","38","LAL","UNC Charlotte","","","","","","","","","","","","","","","","",""
"1978","39","James Lee","39","SEA","Kentucky","","","","","","","","","","","","","","","","",""
"1978","40","Wayne Cooper","40","GSW","New Orleans","14","984","20274","7777","6095","852",".457",".146",".736","20.6","7.9","6.2","0.9","36.9",".087","-2.3","-1.4"
"1978","41","Jerome Whitehead","41","SDC","Marquette","11","679","11828","4423","3268","374",".497",".000",".718","17.4","6.5","4.8","0.6","16.4",".067","-3.7","-5.1"
"1978","42","Kevin McDonald","42","SEA","Penn","","","","","","","","","","","","","","","","",""
"1978","43","Glenn Hagan","43","PHI","St. Bonaventure","1","4","25","7","4","8",".429","","1.000","6.3","1.8","1.0","2.0","0.1",".201","-2.7","0.0"
"1978","44","Clemon Johnson","44","POR","Florida A&M","10","761","13310","4102","3508","744",".492",".000",".621","17.5","5.4","4.6","1.0","25.5",".092","-0.8","4.1"
"1978","45","Mike Phillips","45","NJN","Kentucky","","","","","","","","","","","","","","","","",""
"1978","46","Hollis Copeland","46","DEN","Rutgers University","2","93","1260","464","161","89",".488",".000",".739","13.5","5.0","1.7","1.0","1.3",".050","-2.0","0.0"
"1978","47","Billy Ray Bates","47","HOU","Kentucky State University","4","187","3328","2197","313","352",".474",".303",".796","17.8","11.7","1.7","1.9","6.9",".099","0.5","2.1"
"1978","48","Mike Santos","48","SDC","Utah State University","","","","","","","","","","","","","","","","",""
"1978","49","Jeff Cook","49","KCK","Idaho State University","8","518","9697","2734","2334","707",".462",".056",".716","18.7","5.3","4.5","1.4","17.7",".088","-1.4","1.6"
"1978","50","Dana Skinner","50","BOS","Merrimack College","","","","","","","","","","","","","","","","",""
"1978","51","Ricky Gallon","51","SDC","Louisville","","","","","","","","","","","","","","","","",""
"1978","52","Mike Russell","52","KCK","Texas Tech","","","","","","","","","","","","","","","","",""
"1978","53","Randy Ayers","53","CHI","Miami University","","","","","","","","","","","","","","","","",""
"1978","54","Steve Grant","54","ATL","Manhattan College","","","","","","","","","","","","","","","","",""
"1978","55","Marc Iavaroni","55","NYK","Virginia","7","531","8371","2328","1725","514",".459",".000",".710","15.8","4.4","3.2","1.0","8.0",".046","-3.6","-3.4"
"1978","56","Steve Neff","56","GSW","Southern Nazarene University","","","","","","","","","","","","","","","","",""
"1978","57","Ken Higgs","57","CLE","LSU","","","","","","","","","","","","","","","","",""
"1978","58","Rick Apke","58","WSB","Creighton","","","","","","","","","","","","","","","","",""
"1978","59","Pat Cummings","59","MIL","Cincinnati","12","683","14516","6529","3825","807",".497",".000",".737","21.3","9.6","5.6","1.2","22.6",".075","-2.5","-1.9"
"1978","60","Michael Cooper","60","LAL","New Mexico","12","873","23635","7729","2769","3666",".469",".340",".833","27.1","8.9","3.2","4.2","52.5",".107","1.2","19.1"
"1978","61","Dave Baxter","61","SEA","Michigan","","","","","","","","","","","","","","","","",""
"1978","62","Dave Batton","62","NJN","Notre Dame","2","58","589","188","123","32",".448",".000",".471","10.2","3.2","2.1","0.6","0.7",".055","-1.9","0.0"
"1978","63","Joel Kramer","63","PHO","San Diego State","5","328","4184","1257","916","343",".479",".000",".737","12.8","3.8","2.8","1.0","9.1",".105","-1.3","0.8"
"1978","64","Gerald Henderson","64","SAS","Virginia Commonwealth","13","871","18856","7773","1453","3141",".472",".332",".776","21.6","8.9","1.7","3.6","32.1",".082","-0.5","7.3"
"1978","65","Marvin Delph","65","SDC","Arkansas","","","","","","","","","","","","","","","","",""
"1978","66","Sterling Edmunds","66","POR","Dartmouth College","","","","","","","","","","","","","","","","",""
"1978","67","Jackie Robinson","67","HOU","UNLV","3","22","185","83","27","13",".463",".000",".700","8.4","3.8","1.2","0.6","0.3",".089","-2.4","0.1"
"1978","68","Jim Boylan","68","SDC","Marquette","","","","","","","","","","","","","","","","",""
"1978","69","Joel Thompson","69","HOU","Michigan","","","","","","","","","","","","","","","","",""
"1978","70","Jeffrey Crompton","70","KCK","UNC","","","","","","","","","","","","","","","","",""
"1978","71","Ricky Lee","71","IND","Oregon State","","","","","","","","","","","","","","","","",""
"1978","72","Dave Nelson","72","BOS","Bloomfield College","","","","","","","","","","","","","","","","",""
"1978","73","Larry Harris","73","SDC","Pitt","","","","","","","","","","","","","","","","",""
"1978","74","Mel Davis","74","NOJ","University of North Texas","","","","","","","","","","","","","","","","",""
"1978","75","Jeff Covington","75","NOJ","Youngstown State University","","","","","","","","","","","","","","","","",""
"1978","76","Leroy McDonald","76","SDC","Wake Forest","","","","","","","","","","","","","","","","",""
"1978","77","Derrick Jackson","77","GSW","Georgetown","","","","","","","","","","","","","","","","",""
"1978","78","Stan Rome","78","CLE","Clemson","","","","","","","","","","","","","","","","",""
"1978","79","Erving Giddings","79","NYK","Dayton","","","","","","","","","","","","","","","","",""
"1978","80","Otis Howard","80","MIL","Austin Peay State University","1","14","113","59","41","5",".429","",".478","8.1","4.2","2.9","0.4","0.2",".064","-4.0","-0.1"
"1978","81","Lawrence Boston","81","WSB","Maryland","1","13","125","56","39","2",".462","",".615","9.6","4.3","3.0","0.2","0.2",".075","-4.0","-0.1"
"1978","82","Harold Robertson","82","LAL","Lincoln University of Missouri","","","","","","","","","","","","","","","","",""
"1978","83","Billy Lewis","83","SEA","Illinois State","","","","","","","","","","","","","","","","",""
"1978","84","Walter Jordan","84","NJN","Purdue","1","30","207","68","42","11",".387","",".588","6.9","2.3","1.4","0.4","-0.1","-.021","-4.6","-0.2"
"1978","85","Bob Miller","85","PHO","Cincinnati","1","2","8","4","5","1",".667","","","4.0","2.0","2.5","0.5","0.1",".360","-4.0","0.0"
"1978","86","Rich Adams","86","SAS","Illinois","","","","","","","","","","","","","","","","",""
"1978","87","Brett Vroman","87","PHI","UNLV","1","11","93","34","25","9",".370",".000",".737","8.5","3.1","2.3","0.8","0.1",".048","-3.6","0.0"
"1978","88","Wayne Smith","88","PHO","University of California, Irvine","","","","","","","","","","","","","","","","",""
"1978","89","Cecile Rose","89","NJN","Houston","","","","","","","","","","","","","","","","",""
"1978","90","David Thompson","90","SDC","Florida State","","","","","","","","","","","","","","","","",""
"1978","91","Gary Goodner","91","HOU","Texas","","","","","","","","","","","","","","","","",""
"1978","92","James Sparrow","92","IND","North Carolina A&T","","","","","","","","","","","","","","","","",""
"1978","93","Derick Clairborne","93","KCK","UMass","","","","","","","","","","","","","","","","",""
"1978","94","Greg Tynes","94","BOS","Seton Hall","","","","","","","","","","","","","","","","",""
"1978","95","Dave Caligaris","95","DET","Northeastern University","","","","","","","","","","","","","","","","",""
"1978","96","Duck Williams","96","NOJ","Notre Dame","1","77","1794","506","106","183",".447",".000",".700","23.3","6.6","1.4","2.4","-0.3","-.009","-4.0","-0.9"
"1978","97","Ron Anthony","97","CHI","Jacksonville University","","","","","","","","","","","","","","","","",""
"1978","98","Chris Potter","98","ATL","Holy Cross","","","","","","","","","","","","","","","","",""
"1978","99","Ken Koenigs","99","CLE","Kansas","","","","","","","","","","","","","","","","",""
"1978","100","Greg Green","100","NYK","Southern University and A&M College","","","","","","","","","","","","","","","","",""
"1978","101","Bubba Wilson","101","GSW","Western Carolina University","1","16","143","17","16","12",".280","",".500","8.9","1.1","1.0","0.8","-0.2","-.064","-5.3","-0.2"
"1978","102","Roger Dickens","102","WSB","Towson University","","","","","","","","","","","","","","","","",""
"1978","103","Russ Coleman","103","MIL","University of the Pacific","","","","","","","","","","","","","","","","",""
"1978","104","Carlos Terry","104","LAL","Winston-Salem State","3","94","1078","285","227","124",".434",".000",".672","11.5","3.0","2.4","1.3","1.5",".066","0.1","0.5"
"1978","105","Ralph Drollinger","105","SEA","UCLA","1","6","67","15","19","14",".500","",".250","11.2","2.5","3.2","2.3","-0.2","-.117","-4.1","-0.1"
"1978","106","Michael Edwards","106","DEN","University of Texas-Pan American","","","","","","","","","","","","","","","","",""
"1978","107","Andre Wakefield","107","PHO","Loyola Chicago","2","81","633","187","80","73",".354","",".708","7.8","2.3","1.0","0.9","-1.1","-.080","-7.0","-0.9"
"1978","108","Eugene Parker","108","SAS","Purdue","","","","","","","","","","","","","","","","",""
"1978","109","Mark Haymore","109","PHI","UMass","","","","","","","","","","","","","","","","",""
"1978","110","Clay Johnson","110","POR","Missouri","3","80","688","224","93","45",".410",".333",".724","8.6","2.8","1.2","0.6","0.7",".046","-3.6","-0.3"
"1978","111","Golie Augustus","111","NJN","South Carolina","","","","","","","","","","","","","","","","",""
"1978","112","Bob Miscevicious","112","SDC","Providence","","","","","","","","","","","","","","","","",""
"1978","113","Eddie Joe Chavez","113","HOU","Santa Clara","","","","","","","","","","","","","","","","",""
"1978","114","Jim Krivacs","114","KCK","Texas","","","","","","","","","","","","","","","","",""
"1978","115","Sherman Dillard","115","IND","James Madison University","","","","","","","","","","","","","","","","",""
"1978","116","Dave Winey","116","BOS","Minnesota","","","","","","","","","","","","","","","","",""
"1978","117","Audie Matthews","117","DET","Illinois","","","","","","","","","","","","","","","","",""
"1978","118","John Douglas","118","NOJ","Kansas","2","67","1043","452","91","147",".461",".311",".663","15.6","6.7","1.4","2.2","0.5",".022","-2.5","-0.1"
"1978","119","John Shoemaker","119","CHI","Miami University","","","","","","","","","","","","","","","","",""
"1978","120","Gerald Glover","120","ATL","Howard University","","","","","","","","","","","","","","","","",""
"1978","121","Ed Warren","121","NYK","Briar Cliff University","","","","","","","","","","","","","","","","",""
"1978","122","Buzz Hartnett","122","GSW","University of San Diego","","","","","","","","","","","","","","","","",""
"1978","123","Ron Bell","123","CLE","Virginia Tech","","","","","","","","","","","","","","","","",""
"1978","124","Dave Kyle","124","MIL","Cleveland State University","","","","","","","","","","","","","","","","",""
"1978","125","Archie Aldridge","125","WSB","Miami University","","","","","","","","","","","","","","","","",""
"1978","126","Kim Stewart","126","LAL","Washington","","","","","","","","","","","","","","","","",""
"1978","127","Robert Heard","127","DEN","Columbus State University","","","","","","","","","","","","","","","","",""
"1978","128","Charles Thompson","128","PHO","Houston","","","","","","","","","","","","","","","","",""
"1978","129","Harry Morgan","129","SAS","Indiana State University","","","","","","","","","","","","","","","","",""
"1978","130","Osborne Lockhart","130","PHI","Minnesota","","","","","","","","","","","","","","","","",""
"1978","131","Tim Evans","131","POR","University of Puget Sound","","","","","","","","","","","","","","","","",""
"1978","132","Doug Jemison","132","NJN","San Francisco","","","","","","","","","","","","","","","","",""
"1978","133","Stan Pietkiewicz","133","SDC","Auburn","3","96","1070","376","93","174",".458",".333",".806","11.1","3.9","1.0","1.8","1.5",".066","-0.3","0.4"
"1978","134","Stan Stewart","134","HOU","Loyola Marymount University","","","","","","","","","","","","","","","","",""
"1978","135","Ollie Matson","135","IND","Pepperdine","","","","","","","","","","","","","","","","",""
"1978","136","Charles McMilliam","136","KCK","University of North Texas","","","","","","","","","","","","","","","","",""
"1978","137","Steve Balkun","137","BOS","Fairfield","","","","","","","","","","","","","","","","",""
"1978","138","Herb Entzminger","138","DET","Johnson C. Smith University","","","","","","","","","","","","","","","","",""
"1978","139","Willie Howard","139","NOJ","New Mexico","","","","","","","","","","","","","","","","",""
"1978","140","Jarvis Reynolds","140","CHI","West Georgia","","","","","","","","","","","","","","","","",""
"1978","141","Jim DeWeese","141","ATL","Gonzaga","","","","","","","","","","","","","","","","",""
"1978","142","Rick Bernard","142","GSW","Saint Mary's","","","","","","","","","","","","","","","","",""
"1978","143","Tony Smith","143","CLE","UNLV","","","","","","","","","","","","","","","","",""
"1978","144","Gary Pember","144","NYK","Nasson College","","","","","","","","","","","","","","","","",""
"1978","145","Ed Hopkins","145","WSB","Georgetown","","","","","","","","","","","","","","","","",""
"1978","146","Kim Anderson","146","MIL","Missouri","1","21","224","63","45","15",".312","",".536","10.7","3.0","2.1","0.7","-0.4","-.078","-7.5","-0.4"
"1978","147","Larry Paige","147","LAL","Colorado State","","","","","","","","","","","","","","","","",""
"1978","148","Jack Gilloon","148","DEN","South Carolina","","","","","","","","","","","","","","","","",""
"1978","149","Steve Malovic","149","PHO","San Diego State","1","39","445","80","86","26",".463","",".667","11.4","2.1","2.2","0.7","0.3",".027","-3.4","-0.2"
"1978","150","Hector Olivencia","150","SAS","Sacred Heart University","","","","","","","","","","","","","","","","",""
"1978","151","Anthony Murray","151","PHI","Alabama","","","","","","","","","","","","","","","","",""
"1978","152","Walter Reason","152","POR","Pacific University","","","","","","","","","","","","","","","","",""
"1978","153","Bruce Campbell","153","NJN","Providence","","","","","","","","","","","","","","","","",""
"1978","154","Felton Young","154","SDC","Jacksonville University","","","","","","","","","","","","","","","","",""
"1978","155","Ron Hammye","155","KCK","Bowling Green","","","","","","","","","","","","","","","","",""
"1978","156","Kim Fisher","156","BOS","Fairfield","","","","","","","","","","","","","","","","",""
"1978","157","Earl Evans","157","DET","UNLV","1","36","381","157","75","37",".450",".389",".571","10.6","4.4","2.1","1.0","0.1",".015","-4.0","-0.2"
"1978","158","Carl Kilpatrick","158","NOJ","Louisiana-Monroe","1","2","6","3","4","0",".500","",".500","3.0","1.5","2.0","0.0","0.0",".225","-4.5","0.0"
"1978","159","Chubby Cox","159","CHI","San Francisco","1","7","78","29","10","6",".351",".000",".500","11.1","4.1","1.4","0.9","-0.2","-.127","-6.6","-0.2"
"1978","160","Ed Murphy","160","ATL","Merrimack College","","","","","","","","","","","","","","","","",""
"1978","161","Roland Martin","161","CLE","Missouri Southern State","","","","","","","","","","","","","","","","",""
"1978","162","Greg Sanders","162","NYK","St. Bonaventure","","","","","","","","","","","","","","","","",""
"1978","163","Tony Searcy","163","GSW","Appalachian State University","","","","","","","","","","","","","","","","",""
"1978","164","Tom Zaligaris","164","MIL","UNC","","","","","","","","","","","","","","","","",""
"1978","165","Nestor Cora","165","WSB","St. Francis College","","","","","","","","","","","","","","","","",""
"1978","166","Larry Vaculik","166","DEN","Colorado","","","","","","","","","","","","","","","","",""
"1978","167","George Fowler","167","PHO","University of the Pacific","","","","","","","","","","","","","","","","",""
"1978","168","Henry Taylor","168","SAS","University of Texas-Pan American","","","","","","","","","","","","","","","","",""
"1978","169","Alan Cunningham","169","PHI","Colorado State","","","","","","","","","","","","","","","","",""
"1978","170","Mark Wickman","170","POR","Linfield College","","","","","","","","","","","","","","","","",""
"1978","171","Frank Sowinski","171","NJN","Princeton","","","","","","","","","","","","","","","","",""
"1978","172","Bobby White","172","SDC","Centenary (LA)","","","","","","","","","","","","","","","","",""
"1978","173","Les Anderson","173","BOS","George Washington","","","","","","","","","","","","","","","","",""
"1978","174","Ulice Payne","174","DET","Marquette","","","","","","","","","","","","","","","","",""
"1978","175","Chad Nelson","175","NOJ","Drake University","","","","","","","","","","","","","","","","",""
"1978","176","Joe Ponsetto","176","CHI","DePaul","","","","","","","","","","","","","","","","",""
"1978","177","Maurice Robinson","177","ATL","West Virginia","","","","","","","","","","","","","","","","",""
"1978","178","Danny Fields","178","NYK","UNC Wilmington","","","","","","","","","","","","","","","","",""
"1978","179","Bobby Humbles","179","GSW","Bradley","","","","","","","","","","","","","","","","",""
"1978","180","Steve Bayless","180","CLE","Central State University","","","","","","","","","","","","","","","","",""
"1978","181","Tim Claxton","181","WSB","Temple","","","","","","","","","","","","","","","","",""
"1978","182","Gary Rosenberger","182","MIL","Marquette","","","","","","","","","","","","","","","","",""
"1978","183","Tom Schneeburger","183","DEN","United States Air Force Academy","","","","","","","","","","","","","","","","",""
"1978","184","Nate Stokes","184","PHO","Grand Canyon University","","","","","","","","","","","","","","","","",""
"1978","185","Rick Taylor","185","SAS","Arizona State","","","","","","","","","","","","","","","","",""
"1978","186","Paul Cozens","186","POR","Holy Cross","","","","","","","","","","","","","","","","",""
"1978","187","Michael Vicens","187","NJN","Holy Cross","","","","","","","","","","","","","","","","",""
"1978","188","Walter Harrigan","188","BOS","Brandeis University","","","","","","","","","","","","","","","","",""
"1978","189","Dave Grauzer","189","DET","Central Michigan University","","","","","","","","","","","","","","","","",""
"1978","190","Rickey Williams","190","NOJ","Cal State Long Beach","1","44","346","147","38","37",".415",".000",".660","7.9","3.3","0.9","0.8","-0.1","-.017","-4.5","-0.2"
"1978","191","Mark Tucker","191","CHI","Oklahoma State","","","","","","","","","","","","","","","","",""
"1978","192","Marshall Lester","192","ATL","Florida Southern College","","","","","","","","","","","","","","","","",""
"1978","193","Mike Muff","193","GSW","Murray State","","","","","","","","","","","","","","","","",""
"1978","194","Gary Winston","194","CLE","United States Military Academy","","","","","","","","","","","","","","","","",""
"1978","195","Ernest Simons","195","NYK","Pace University","","","","","","","","","","","","","","","","",""
"1978","196","Tom Anderson","196","MIL","Green Bay","","","","","","","","","","","","","","","","",""
"1978","197","Steve Connor","197","WSB","Boise State","","","","","","","","","","","","","","","","",""
"1978","198","Phil Taylor","198","DEN","Arizona","","","","","","","","","","","","","","","","",""
"1978","199","Lewis Cohen","199","PHO","Cal Poly","","","","","","","","","","","","","","","","",""
"1978","200","Larry Brewster","200","SAS","Florida","","","","","","","","","","","","","","","","",""
"1978","201","Dennis James","201","PHI","Widener University","","","","","","","","","","","","","","","","",""
"1978","202","Tim Workington","202","POR","Biola University","","","","","","","","","","","","","","","","",""
"1979","1","Magic Johnson","1","LAL","Michigan State","13","906","33245","17707","6559","10141",".520",".303",".848","36.7","19.5","7.2","11.2","155.8",".225","7.5","80.0"
"1979","2","Dave Greenwood","2","CHI","UCLA","12","823","23370","8428","6537","1614",".477",".138",".765","28.4","10.2","7.9","2.0","46.4",".095","-0.7","7.4"
"1979","3","Bill Cartwright","3","NYK","San Francisco","15","963","27491","12713","6106","1390",".525",".000",".771","28.5","13.2","6.3","1.4","72.8",".127","-0.6","9.7"
"1979","4","Greg Kelser","4","DET","Michigan State","6","305","6032","2961","1402","411",".486",".167",".686","19.8","9.7","4.6","1.3","8.6",".069","-1.7","0.4"
"1979","5","Sidney Moncrief","5","MIL","Arkansas","11","767","23150","11931","3575","2793",".502",".284",".831","30.2","15.6","4.7","3.6","90.3",".187","3.7","33.1"
"1979","6","James Bailey","6","SEA","Rutgers University","9","595","11625","5246","2988","488",".484",".077",".703","19.5","8.8","5.0","0.8","16.3",".067","-2.9","-2.6"
"1979","7","Vinnie Johnson","7","SEA","Baylor","13","984","24308","11825","3109","3212",".464",".254",".740","24.7","12.0","3.2","3.3","50.8",".100","0.7","16.4"
"1979","8","Calvin Natt","8","NJN","Louisiana-Monroe","11","599","18818","10291","4070","1306",".528",".219",".768","31.4","17.2","6.8","2.2","57.2",".146","1.2","15.4"
